Time,Node_ID,Event_Name,Individual_ID,Age,Gender,Infected,Infectiousness,RelativeBitingRate,TrueParasiteDensity,TrueGametocyteDensity,HasClinicalSymptoms
5,13,Emigrating,144,568.148,F,0,0,1,0,0,F
5,12,Emigrating,169,3949.85,M,0,0,1,0,0,F
5,10,Emigrating,167,1038.71,F,0,0,1,0,0,F
5,10,Emigrating,102,24491.7,F,0,0,1,0,0,F
5,10,Emigrating,253,4201.12,M,0,0,1,0,0,F
5,9,Emigrating,136,2188.82,M,0,0,1,0,0,F
5,8,Emigrating,150,4103.86,F,1,0,1,0,0,F
5,6,Emigrating,118,1379.41,F,0,0,1,0,0,F
5,5,Emigrating,110,13631.6,M,0,0,1,0,0,F
5,4,Emigrating,170,3345.56,M,0,0,1,0,0,F
5,13,Immigrating,170,3345.56,M,0,0,1,0,0,F
5,13,Immigrating,110,13631.6,M,0,0,1,0,0,F
5,13,Immigrating,118,1379.41,F,0,0,1,0,0,F
5,19,Immigrating,150,4103.86,F,1,0,1,0,0,F
5,5,Immigrating,136,2188.82,M,0,0,1,0,0,F
5,18,Immigrating,253,4201.12,M,0,0,1,0,0,F
5,23,Immigrating,102,24491.7,F,0,0,1,0,0,F
5,4,Immigrating,167,1038.71,F,0,0,1,0,0,F
5,23,Immigrating,169,3949.85,M,0,0,1,0,0,F
5,10,Immigrating,144,568.148,F,0,0,1,0,0,F
5,10,Immigrating,94,3164.78,M,0,0,1,0,0,F
5,17,Immigrating,45,923.95,M,0,0,1,0,0,F
5,13,Immigrating,196,9993.46,M,0,0,1,0,0,F
5,9,Immigrating,36,14455.9,F,0,0,1,0,0,F
5,15,Immigrating,181,6241.09,F,0,0,1,0,0,F
6,23,Emigrating,169,3950.85,M,0,0,1,0,0,F
6,15,Emigrating,181,6242.09,F,0,0,1,0,0,F
6,10,Emigrating,11,27026.3,M,0,0,1,0,0,F
6,10,Emigrating,113,3263.94,M,0,0,1,0,0,F
6,8,Emigrating,191,955.117,M,0,0,1,0,0,F
6,5,Emigrating,266,1866.23,M,0,0,1,0,0,F
6,4,Emigrating,83,1967.66,F,0,0,1,0,0,F
6,4,Emigrating,167,1039.71,F,0,0,1,0,0,F
6,10,Immigrating,167,1039.71,F,0,0,1,0,0,F
6,17,Immigrating,83,1967.66,F,0,0,1,0,0,F
6,17,Immigrating,266,1866.23,M,0,0,1,0,0,F
6,12,Immigrating,191,955.117,M,0,0,1,0,0,F
6,8,Immigrating,113,3263.94,M,0,0,1,0,0,F
6,2,Immigrating,11,27026.3,M,0,0,1,0,0,F
6,24,Immigrating,181,6242.09,F,0,0,1,0,0,F
6,12,Immigrating,169,3950.85,M,0,0,1,0,0,F
7,24,Emigrating,129,12675.2,F,0,0,1,0,0,F
7,23,Emigrating,154,4076.8,F,0,0,1,0,0,F
7,23,Emigrating,102,24493.7,F,0,0,1,0,0,F
7,23,Emigrating,258,2148.03,M,1,0,1,0.0164462,0,F
7,19,Emigrating,139,925.892,F,0,0,1,0,0,F
7,18,Emigrating,253,4203.12,M,0,0,1,0,0,F
7,17,Emigrating,122,2633.21,M,0,0,1,0,0,F
7,17,Emigrating,266,1867.23,M,0,0,1,0,0,F
7,17,Emigrating,45,925.95,M,0,0,1,0,0,F
7,12,Emigrating,191,956.117,M,0,0,1,0,0,F
7,10,Emigrating,94,3166.78,M,0,0,1,0,0,F
7,10,Emigrating,115,1893.08,M,0,0,1,0,0,F
7,10,Emigrating,144,570.148,F,0,0,1,0,0,F
7,8,Emigrating,202,1451.39,M,1,0,1,0.0215102,0,F
7,5,Emigrating,58,5793.36,M,0,0,1,0,0,F
7,3,Emigrating,232,28939.6,F,0,0,1,0,0,F
7,23,Immigrating,232,28939.6,F,0,0,1,0,0,F
7,4,Immigrating,58,5793.36,M,0,0,1,0,0,F
7,19,Immigrating,202,1451.39,M,1,0,1,0.0215102,0,F
7,13,Immigrating,144,570.148,F,0,0,1,0,0,F
7,24,Immigrating,115,1893.08,M,0,0,1,0,0,F
7,15,Immigrating,94,3166.78,M,0,0,1,0,0,F
7,8,Immigrating,191,956.117,M,0,0,1,0,0,F
7,18,Immigrating,45,925.95,M,0,0,1,0,0,F
7,5,Immigrating,266,1867.23,M,0,0,1,0,0,F
7,1,Immigrating,122,2633.21,M,0,0,1,0,0,F
7,2,Immigrating,253,4203.12,M,0,0,1,0,0,F
7,8,Immigrating,139,925.892,F,0,0,1,0,0,F
7,15,Immigrating,258,2148.03,M,1,0,1,0.0164462,0,F
7,18,Immigrating,102,24493.7,F,0,0,1,0,0,F
7,8,Immigrating,154,4076.8,F,0,0,1,0,0,F
7,18,Immigrating,129,12675.2,F,0,0,1,0,0,F
8,24,Emigrating,115,1894.08,M,0,0,1,0,0,F
8,18,Emigrating,71,581.788,M,1,0,1,0.555119,0,F
8,18,Emigrating,129,12676.2,F,0,0,1,0,0,F
8,18,Emigrating,102,24494.7,F,0,0,1,0,0,F
8,17,Emigrating,83,1969.66,F,0,0,1,0,0,F
8,15,Emigrating,258,2149.03,M,1,0,1,0.26125,0,F
8,13,Emigrating,110,13634.6,M,0,0,1,0,0,F
8,12,Emigrating,221,690.48,F,0,0,1,0,0,F
8,8,Emigrating,217,1146.13,F,0,0,1,0,0,F
8,8,Emigrating,154,4077.8,F,0,0,1,0,0,F
8,4,Emigrating,58,5794.36,M,0,0,1,0,0,F
8,1,Emigrating,2,16873.9,F,0,0,1,0,0,F
8,1,Emigrating,122,2634.21,M,0,0,1,0,0,F
8,17,Immigrating,122,2634.21,M,0,0,1,0,0,F
8,2,Immigrating,2,16873.9,F,0,0,1,0,0,F
8,5,Immigrating,58,5794.36,M,0,0,1,0,0,F
8,23,Immigrating,154,4077.8,F,0,0,1,0,0,F
8,5,Immigrating,217,1146.13,F,0,0,1,0,0,F
8,15,Immigrating,221,690.48,F,0,0,1,0,0,F
8,5,Immigrating,110,13634.6,M,0,0,1,0,0,F
8,23,Immigrating,258,2149.03,M,1,0,1,0.26125,0,F
8,4,Immigrating,83,1969.66,F,0,0,1,0,0,F
8,23,Immigrating,102,24494.7,F,0,0,1,0,0,F
8,24,Immigrating,129,12676.2,F,0,0,1,0,0,F
8,13,Immigrating,71,581.788,M,1,0,1,0.555119,0,F
8,10,Immigrating,115,1894.08,M,0,0,1,0,0,F
9,25,Emigrating,26,12648,M,0,0,1,0,0,F
9,23,Emigrating,180,11754.2,F,0,0,1,0,0,F
9,23,Emigrating,284,15874.1,M,0,0,1,0,0,F
9,13,Emigrating,71,582.788,M,1,0,1,0.55472,0,F
9,5,Emigrating,32,9751.63,F,0,0,1,0,0,F
9,5,Emigrating,370,973.445,M,0,0,1,0,0,F
9,5,Emigrating,217,1147.13,F,0,0,1,0,0,F
9,2,Emigrating,11,27029.3,M,0,0,1,0,0,F
9,10,Immigrating,11,27029.3,M,0,0,1,0,0,F
9,8,Immigrating,217,1147.13,F,0,0,1,0,0,F
9,20,Immigrating,370,973.445,M,0,0,1,0,0,F
9,23,Immigrating,32,9751.63,F,0,0,1,0,0,F
9,18,Immigrating,71,582.788,M,1,0,1,0.55472,0,F
9,10,Immigrating,284,15874.1,M,0,0,1,0,0,F
9,25,Immigrating,180,11754.2,F,0,0,1,0,0,F
9,2,Immigrating,26,12648,M,0,0,1,0,0,F
10,25,Emigrating,180,11755.2,F,0,0,1,0,0,F
10,23,Emigrating,32,9752.63,F,0,0,1,0,0,F
10,20,Emigrating,255,3872.27,F,0,0,1,0,0,F
10,20,Emigrating,370,974.445,M,0,0,1,0,0,F
10,19,Emigrating,254,1076.99,M,0,0,1,0,0,F
10,13,Emigrating,222,4235.95,F,0,0,1,0,0,F
10,10,Emigrating,167,1043.71,F,0,0,1,0,0,F
10,10,Emigrating,284,15875.1,M,0,0,1,0,0,F
10,5,Emigrating,240,2203.7,M,0,0,1,0,0,F
10,2,Emigrating,107,253.21,M,0,0,1,0,0,F
10,2,Emigrating,253,4206.12,M,0,0,1,0,0,F
10,18,Immigrating,253,4206.12,M,0,0,1,0,0,F
10,13,Immigrating,107,253.21,M,0,0,1,0,0,F
10,9,Immigrating,240,2203.7,M,0,0,1,0,0,F
10,23,Immigrating,284,15875.1,M,0,0,1,0,0,F
10,3,Immigrating,167,1043.71,F,0,0,1,0,0,F
10,23,Immigrating,222,4235.95,F,0,0,1,0,0,F
10,5,Immigrating,254,1076.99,M,0,0,1,0,0,F
10,5,Immigrating,370,974.445,M,0,0,1,0,0,F
10,6,Immigrating,255,3872.27,F,0,0,1,0,0,F
10,5,Immigrating,32,9752.63,F,0,0,1,0,0,F
10,23,Immigrating,180,11755.2,F,0,0,1,0,0,F
11,23,Emigrating,50,1507.21,F,0,0,1,0,0,F
11,23,Emigrating,362,4476.58,M,0,0,1,0,0,F
11,23,Emigrating,222,4236.95,F,0,0,1,0,0,F
11,23,Emigrating,258,2152.03,M,1,0,1,4.06416,0,F
11,20,Emigrating,125,2329.62,F,0,0,1,0,0,F
11,18,Emigrating,45,929.95,M,0,0,1,0,0,F
11,17,Emigrating,18,2375.31,F,0,0,1,0,0,F
11,15,Emigrating,221,693.48,F,0,0,1,0,0,F
11,13,Emigrating,107,254.21,M,0,0,1,0,0,F
11,11,Emigrating,116,13095.5,F,0,0,1,0,0,F
11,9,Emigrating,62,3080.78,M,0,0,1,0,0,F
11,9,Emigrating,244,3179.27,M,0,0,1,0,0,F
11,6,Emigrating,255,3873.27,F,0,0,1,0,0,F
11,5,Emigrating,254,1077.99,M,0,0,1,0,0,F
11,3,Emigrating,167,1044.71,F,0,0,1,0,0,F
11,2,Emigrating,26,12650,M,0,0,1,0,0,F
11,25,Immigrating,26,12650,M,0,0,1,0,0,F
11,10,Immigrating,167,1044.71,F,0,0,1,0,0,F
11,19,Immigrating,254,1077.99,M,0,0,1,0,0,F
11,20,Immigrating,255,3873.27,F,0,0,1,0,0,F
11,4,Immigrating,244,3179.27,M,0,0,1,0,0,F
11,5,Immigrating,62,3080.78,M,0,0,1,0,0,F
11,19,Immigrating,116,13095.5,F,0,0,1,0,0,F
11,2,Immigrating,107,254.21,M,0,0,1,0,0,F
11,12,Immigrating,221,693.48,F,0,0,1,0,0,F
11,23,Immigrating,18,2375.31,F,0,0,1,0,0,F
11,3,Immigrating,45,929.95,M,0,0,1,0,0,F
11,9,Immigrating,125,2329.62,F,0,0,1,0,0,F
11,12,Immigrating,258,2152.03,M,1,0,1,4.06416,0,F
11,13,Immigrating,222,4236.95,F,0,0,1,0,0,F
11,15,Immigrating,362,4476.58,M,0,0,1,0,0,F
11,18,Immigrating,50,1507.21,F,0,0,1,0,0,F
12,23,Emigrating,388,3169.7,M,0,0,1,0,0,F
12,23,Emigrating,18,2376.31,F,0,0,1,0,0,F
12,19,Emigrating,116,13096.5,F,0,0,1,0,0,F
12,18,Emigrating,50,1508.21,F,0,0,1,0,0,F
12,17,Emigrating,70,8057.25,F,0,0,1,0,0,F
12,15,Emigrating,42,22003.2,F,0,0,1,0,0,F
12,10,Emigrating,193,1530.59,M,0,0,1,0,0,F
12,9,Emigrating,240,2205.7,M,0,0,1,0,0,F
12,9,Emigrating,125,2330.62,F,0,0,1,0,0,F
12,5,Emigrating,62,3081.78,M,0,0,1,0,0,F
12,4,Emigrating,244,3180.27,M,0,0,1,0,0,F
12,3,Emigrating,45,930.95,M,0,0,1,0,0,F
12,2,Emigrating,29,5661.6,M,0,0,1,0,0,F
12,24,Immigrating,29,5661.6,M,0,0,1,0,0,F
12,18,Immigrating,45,930.95,M,0,0,1,0,0,F
12,9,Immigrating,244,3180.27,M,0,0,1,0,0,F
12,9,Immigrating,62,3081.78,M,0,0,1,0,0,F
12,20,Immigrating,125,2330.62,F,0,0,1,0,0,F
12,5,Immigrating,240,2205.7,M,0,0,1,0,0,F
12,24,Immigrating,193,1530.59,M,0,0,1,0,0,F
12,24,Immigrating,42,22003.2,F,0,0,1,0,0,F
12,6,Immigrating,70,8057.25,F,0,0,1,0,0,F
12,23,Immigrating,50,1508.21,F,0,0,1,0,0,F
12,11,Immigrating,116,13096.5,F,0,0,1,0,0,F
12,17,Immigrating,18,2376.31,F,0,0,1,0,0,F
12,18,Immigrating,388,3169.7,M,0,0,1,0,0,F
13,24,Emigrating,29,5662.6,M,0,0,1,0,0,F
13,24,Emigrating,42,22004.2,F,0,0,1,0,0,F
13,24,Emigrating,193,1531.59,M,0,0,1,0,0,F
13,23,Emigrating,154,4082.8,F,0,0,1,0,0,F
13,20,Emigrating,73,5339.94,M,0,0,1,0,0,F
13,18,Emigrating,388,3170.7,M,0,0,1,0,0,F
13,12,Emigrating,258,2154.03,M,1,0,1,63.2444,0,F
13,10,Emigrating,245,5296.44,M,0,0,1,0,0,F
13,2,Emigrating,2,16878.9,F,0,0,1,0,0,F
13,1,Immigrating,2,16878.9,F,0,0,1,0,0,F
13,11,Immigrating,245,5296.44,M,0,0,1,0,0,F
13,23,Immigrating,258,2154.03,M,1,0,1,63.2444,0,F
13,23,Immigrating,388,3170.7,M,0,0,1,0,0,F
13,13,Immigrating,73,5339.94,M,0,0,1,0,0,F
13,1,Immigrating,154,4082.8,F,0,0,1,0,0,F
13,10,Immigrating,193,1531.59,M,0,0,1,0,0,F
13,15,Immigrating,42,22004.2,F,0,0,1,0,0,F
13,2,Immigrating,29,5662.6,M,0,0,1,0,0,F
14,19,NewClinicalCase,202,1458.39,M,1,0,1,1286.43,0,T
14,18,NewClinicalCase,71,587.788,M,1,0,1,2085.84,0,T
14,15,Emigrating,120,4153.25,F,0,0,1,0,0,F
14,13,Emigrating,73,5340.94,M,0,0,1,0,0,F
14,12,NewClinicalCase,273,1771.79,M,1,0,1,1130.45,0,T
14,12,Emigrating,195,1880.9,M,0,0,1,0,0,F
14,10,NewClinicalCase,89,1661.24,F,1,0,1,1180.96,0,T
14,5,Emigrating,84,17846.7,M,0,0,1,0,0,F
14,2,NewClinicalCase,133,314.132,M,1,0,1,2592.01,0,T
14,1,Emigrating,154,4083.8,F,0,0,1,0,0,F
14,23,Immigrating,154,4083.8,F,0,0,1,0,0,F
14,9,Immigrating,84,17846.7,M,0,0,1,0,0,F
14,10,Immigrating,195,1880.9,M,0,0,1,0,0,F
14,20,Immigrating,73,5340.94,M,0,0,1,0,0,F
14,25,Immigrating,120,4153.25,F,0,0,1,0,0,F
15,25,Emigrating,120,4154.25,F,0,0,1,0,0,F
15,24,NewClinicalCase,103,2396.14,F,1,0,1,910.758,0,T
15,23,NewClinicalCase,258,2156.03,M,1,0,1,984.446,0,T
15,20,NewClinicalCase,47,3706.1,F,1,0,1,646.679,0,T
15,19,NewClinicalCase,150,4113.86,F,1,0,1,593.151,0,T
15,15,Emigrating,362,4480.58,M,0,0,1,0,0,F
15,12,Emigrating,117,13821.8,F,1,0,1,360.218,0,F
15,12,Emigrating,143,18012.4,M,0,0,1,0,0,F
15,10,Emigrating,195,1881.9,M,0,0,1,0,0,F
15,9,Emigrating,88,10849.1,M,0,0,1,0,0,F
15,6,NewClinicalCase,137,3205.83,M,1,0,1,727.197,0,T
15,6,Emigrating,137,3205.83,M,1,0,1,725.82,0,F
15,5,NewClinicalCase,318,1822.68,M,1,0,1,1108.99,0,T
15,5,Emigrating,136,2198.82,M,0,0,1,0,0,F
15,1,Emigrating,106,4391.23,F,0,0,1,0,0,F
15,18,Immigrating,106,4391.23,F,0,0,1,0,0,F
15,25,Immigrating,136,2198.82,M,0,0,1,0,0,F
15,25,Immigrating,137,3205.83,M,1,0,1,725.82,0,F
15,3,Immigrating,88,10849.1,M,0,0,1,0,0,F
15,12,Immigrating,195,1881.9,M,0,0,1,0,0,F
15,23,Immigrating,143,18012.4,M,0,0,1,0,0,F
15,6,Immigrating,117,13821.8,F,1,0,1,360.218,0,F
15,23,Immigrating,362,4480.58,M,0,0,1,0,0,F
15,15,Immigrating,120,4154.25,F,0,0,1,0,0,F
16,25,Emigrating,136,2199.82,M,0,0,1,0,0,F
16,25,Emigrating,137,3206.83,M,1,0,1,11031.7,0,F
16,24,Emigrating,51,3165.77,M,0,0,1,0,0,F
16,23,Emigrating,143,18013.4,M,0,0,1,0,0,F
16,20,Emigrating,99,11341,M,0,0,1,0,0,F
16,20,Emigrating,229,276.182,F,0,0,1,0,0,F
16,18,Emigrating,106,4392.23,F,0,0,1,0,0,F
16,12,NewClinicalCase,247,13279.7,F,1,0,1,360.218,0,T
16,11,Emigrating,245,5299.44,M,0,0,1,0,0,F
16,9,Emigrating,84,17848.7,M,0,0,1,0,0,F
16,6,NewClinicalCase,59,16709.3,F,1,0,1,360.218,0,T
16,6,NewClinicalCase,117,13822.8,F,1,0,1,360.218,0,T
16,6,Emigrating,70,8061.25,F,0,0,1,0,0,F
16,5,Emigrating,240,2209.7,M,0,0,1,0,0,F
16,2,NewClinicalCase,3,28109,M,1,0,1,360.218,0,T
16,15,Immigrating,240,2209.7,M,0,0,1,0,0,F
16,17,Immigrating,70,8061.25,F,0,0,1,0,0,F
16,5,Immigrating,84,17848.7,M,0,0,1,0,0,F
16,10,Immigrating,245,5299.44,M,0,0,1,0,0,F
16,1,Immigrating,106,4392.23,F,0,0,1,0,0,F
16,9,Immigrating,229,276.182,F,0,0,1,0,0,F
16,9,Immigrating,99,11341,M,0,0,1,0,0,F
16,12,Immigrating,143,18013.4,M,0,0,1,0,0,F
16,17,Immigrating,51,3165.77,M,0,0,1,0,0,F
16,6,Immigrating,137,3206.83,M,1,0,1,11031.7,0,F
16,5,Immigrating,136,2199.82,M,0,0,1,0,0,F
17,19,Emigrating,98,332.56,M,0,0,1,0,0,F
17,17,Emigrating,51,3166.77,M,0,0,1,0,0,F
17,15,Emigrating,240,2210.7,M,0,0,1,0,0,F
17,11,Emigrating,168,390.122,F,0,0,1,0,0,F
17,10,Emigrating,193,1535.59,M,0,0,1,0,0,F
17,10,Emigrating,245,5300.44,M,0,0,1,0,0,F
17,9,Emigrating,229,277.182,F,0,0,1,0,0,F
17,9,Emigrating,99,11342,M,0,0,1,0,0,F
17,6,Emigrating,117,13823.8,F,1,0,1,4828.52,0,F
17,4,Emigrating,5,13826.7,M,0,0,1,0,0,F
17,3,Emigrating,88,10851.1,M,0,0,1,0,0,F
17,2,Emigrating,81,4803.85,F,0,0,1,0,0,F
17,15,Immigrating,81,4803.85,F,0,0,1,0,0,F
17,9,Immigrating,88,10851.1,M,0,0,1,0,0,F
17,17,Immigrating,5,13826.7,M,0,0,1,0,0,F
17,12,Immigrating,117,13823.8,F,1,0,1,4828.52,0,F
17,20,Immigrating,99,11342,M,0,0,1,0,0,F
17,20,Immigrating,229,277.182,F,0,0,1,0,0,F
17,1,Immigrating,245,5300.44,M,0,0,1,0,0,F
17,18,Immigrating,193,1535.59,M,0,0,1,0,0,F
17,6,Immigrating,168,390.122,F,0,0,1,0,0,F
17,5,Immigrating,240,2210.7,M,0,0,1,0,0,F
17,24,Immigrating,51,3166.77,M,0,0,1,0,0,F
17,20,Immigrating,98,332.56,M,0,0,1,0,0,F
18,18,Emigrating,193,1536.59,M,0,0,1,0,0,F
18,17,Emigrating,5,13827.7,M,0,0,1,0,0,F
18,12,Emigrating,195,1884.9,M,0,0,1,0,0,F
18,10,Emigrating,89,1665.24,F,1,0,1,71543.5,0,F
18,6,Emigrating,168,391.122,F,0,0,1,0,0,F
18,1,Emigrating,245,5301.44,M,0,0,1,0,0,F
18,10,Immigrating,245,5301.44,M,0,0,1,0,0,F
18,11,Immigrating,168,391.122,F,0,0,1,0,0,F
18,13,Immigrating,89,1665.24,F,1,0,1,71543.5,0,F
18,11,Immigrating,195,1884.9,M,0,0,1,0,0,F
18,4,Immigrating,5,13827.7,M,0,0,1,0,0,F
18,10,Immigrating,193,1536.59,M,0,0,1,0,0,F
19,20,Emigrating,99,11344,M,0,0,1,0,0,F
