Time,NodeID,Species,MicrosporidiaStrain,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG
15,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
15,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
15,340461476,SillySkeeter2,NoMicrosporidia,1194,0,0,1194,2016,13371,71405,78200
15,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
15,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
16,340461476,SillySkeeter,NoMicrosporidia,3400,0,0,3400,4079,10425,72717,67800
16,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
16,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
16,340461476,SillySkeeter2,NoMicrosporidia,3347,0,0,3347,4059,10486,72874,66000
16,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
16,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
17,340461476,SillySkeeter,NoMicrosporidia,3779,0,0,3779,4632,10679,73789,59800
17,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
17,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
17,340461476,SillySkeeter2,NoMicrosporidia,3694,0,0,3694,4637,10759,73623,51000
17,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
17,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
18,340461476,SillySkeeter,NoMicrosporidia,4394,0,0,4394,5357,10413,74972,48600
18,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
18,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
18,340461476,SillySkeeter2,NoMicrosporidia,4268,0,0,4268,5226,10450,75334,50400
18,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
18,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
19,340461476,SillySkeeter,NoMicrosporidia,4880,0,0,4880,5913,10309,75882,48800
19,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
19,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
19,340461476,SillySkeeter2,NoMicrosporidia,4784,0,0,4784,5745,10292,75948,45000
19,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
19,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
20,340461476,SillySkeeter,NoMicrosporidia,5183,0,0,5183,6336,10223,76890,185800
20,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
20,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
20,340461476,SillySkeeter2,NoMicrosporidia,5093,0,0,5093,6219,10290,76794,177400
20,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
20,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
21,340461476,SillySkeeter,NoMicrosporidia,5584,0,0,5584,6756,10022,77506,217000
21,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
21,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
21,340461476,SillySkeeter2,NoMicrosporidia,5508,0,0,5508,6713,9991,77535,214400
21,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
21,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
22,340461476,SillySkeeter,NoMicrosporidia,5889,0,0,5889,7061,10047,78374,147400
22,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
22,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
22,340461476,SillySkeeter2,NoMicrosporidia,5783,0,0,5783,6957,9920,78322,141200
22,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
22,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
23,340461476,SillySkeeter,NoMicrosporidia,6107,0,0,6107,7365,9946,78645,198600
23,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
23,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
23,340461476,SillySkeeter2,NoMicrosporidia,6035,0,0,6035,7336,9828,78806,190600
23,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
23,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
24,340461476,SillySkeeter,NoMicrosporidia,6283,0,0,6283,7519,12242,76992,244200
24,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
24,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
24,340461476,SillySkeeter2,NoMicrosporidia,6202,0,0,6202,7614,12114,77077,237800
24,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
24,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
25,340461476,SillySkeeter,NoMicrosporidia,6427,0,0,6427,7740,12632,79148,227600
25,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
25,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
25,340461476,SillySkeeter2,NoMicrosporidia,6333,0,0,6333,7907,12763,78813,230400
25,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
25,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
26,340461476,SillySkeeter,NoMicrosporidia,6596,0,32,6564,7975,13186,79095,223000
26,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
26,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
26,340461476,SillySkeeter2,NoMicrosporidia,6553,0,28,6525,8047,13340,79429,222800
26,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
26,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
27,340461476,SillySkeeter,NoMicrosporidia,6683,0,59,6624,8132,13842,79588,251400
27,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
27,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
27,340461476,SillySkeeter2,NoMicrosporidia,6576,0,58,6518,8269,13945,79408,246800
27,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
27,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
28,340461476,SillySkeeter,NoMicrosporidia,7613,0,74,7539,9009,12649,79976,252000
28,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
28,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
28,340461476,SillySkeeter2,NoMicrosporidia,7425,0,80,7345,9213,12832,79926,249600
28,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
28,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
29,340461476,SillySkeeter,NoMicrosporidia,7743,0,107,7636,9338,12793,80188,261600
29,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
29,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
29,340461476,SillySkeeter2,NoMicrosporidia,7635,0,115,7520,9592,12975,79937,242880
29,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
29,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
30,340461476,SillySkeeter,NoMicrosporidia,8037,0,143,7894,9652,12741,80342,250080
30,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
30,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
30,340461476,SillySkeeter2,NoMicrosporidia,7957,0,126,7831,9932,12875,80613,262480
30,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
30,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
31,340461476,SillySkeeter,NoMicrosporidia,8291,0,164,8127,10017,12652,80758,275560
31,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
31,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
31,340461476,SillySkeeter2,NoMicrosporidia,8166,0,148,8018,10250,12728,80825,269160
31,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
31,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
32,340461476,SillySkeeter,NoMicrosporidia,8529,0,184,8345,10274,12679,80829,331080
32,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
32,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
32,340461476,SillySkeeter2,NoMicrosporidia,8373,0,176,8197,10465,12673,80810,312200
32,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
32,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
33,340461476,SillySkeeter,NoMicrosporidia,8656,0,205,8451,10511,12750,80996,335680
33,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
33,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
33,340461476,SillySkeeter2,NoMicrosporidia,8532,0,184,8348,10801,12458,81091,325600
33,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
33,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
34,340461476,SillySkeeter,NoMicrosporidia,8788,10,209,8569,10684,12744,81234,307200
34,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
34,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
34,340461476,SillySkeeter2,NoMicrosporidia,8608,12,184,8412,11012,12431,81245,307200
34,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
34,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
35,340461476,SillySkeeter,NoMicrosporidia,8893,18,213,8662,10880,12648,81361,324680
35,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
35,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
35,340461476,SillySkeeter2,NoMicrosporidia,8708,23,185,8500,11092,12479,81375,332880
35,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
35,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
36,340461476,SillySkeeter,NoMicrosporidia,9038,21,230,8787,11040,13343,80495,360920
36,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
36,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
36,340461476,SillySkeeter2,NoMicrosporidia,8827,31,185,8611,11272,13098,80924,339560
36,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
36,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
37,340461476,SillySkeeter,NoMicrosporidia,9069,33,228,8808,11226,13323,81611,359400
37,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
37,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
37,340461476,SillySkeeter2,NoMicrosporidia,8910,39,194,8677,11358,13395,81524,343080
37,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
37,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
38,340461476,SillySkeeter,NoMicrosporidia,9080,49,232,8799,11356,13611,81167,333320
38,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
38,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
38,340461476,SillySkeeter2,NoMicrosporidia,8969,39,198,8732,11468,13559,81436,342200
38,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
38,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
39,340461476,SillySkeeter,NoMicrosporidia,9176,56,239,8881,11469,13744,81705,351040
39,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
39,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
39,340461476,SillySkeeter2,NoMicrosporidia,9028,43,210,8775,11624,13758,81541,348800
39,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
39,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
40,340461476,SillySkeeter,NoMicrosporidia,9489,58,238,9193,11831,13268,81302,371040
40,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
40,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
40,340461476,SillySkeeter2,NoMicrosporidia,9274,52,212,9010,11985,13589,81305,355440
40,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
40,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
41,340461476,SillySkeeter,NoMicrosporidia,9491,67,248,9176,11973,13314,81672,355440
41,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
41,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
41,340461476,SillySkeeter2,NoMicrosporidia,9350,58,235,9057,12229,13671,81309,353920
41,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
41,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
42,340461476,SillySkeeter,NoMicrosporidia,9573,74,241,9258,12136,13207,81764,359400
42,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
42,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
42,340461476,SillySkeeter2,NoMicrosporidia,9467,61,239,9167,12335,13539,81928,351960
42,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
42,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
43,340461476,SillySkeeter,NoMicrosporidia,9649,73,233,9343,12257,13187,81601,358800
43,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
43,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
43,340461476,SillySkeeter2,NoMicrosporidia,9621,69,235,9317,12456,13393,81961,350680
43,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
43,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
44,340461476,SillySkeeter,NoMicrosporidia,9675,77,216,9382,12410,13358,81768,390080
44,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
44,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
44,340461476,SillySkeeter2,NoMicrosporidia,9707,74,242,9391,12598,13297,81710,381960
44,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
44,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
45,340461476,SillySkeeter,NoMicrosporidia,9702,85,208,9409,12467,13276,81609,380720
45,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
45,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
45,340461476,SillySkeeter2,NoMicrosporidia,9863,74,254,9535,12656,13194,81908,385280
45,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
45,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
46,340461476,SillySkeeter,NoMicrosporidia,9693,87,203,9403,12569,13288,82282,367720
46,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
46,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
46,340461476,SillySkeeter2,NoMicrosporidia,9954,80,259,9615,12692,13094,81936,367640
46,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
46,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
47,340461476,SillySkeeter,NoMicrosporidia,9680,91,208,9381,12743,13278,82009,376960
47,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
47,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
47,340461476,SillySkeeter2,NoMicrosporidia,9942,88,263,9591,12659,13187,81936,390160
47,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
47,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
48,340461476,SillySkeeter,NoMicrosporidia,9679,84,193,9402,12847,13598,81439,391760
48,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
48,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
48,340461476,SillySkeeter2,NoMicrosporidia,10009,92,253,9664,12777,13316,81779,407480
48,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
48,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
49,340461476,SillySkeeter,NoMicrosporidia,9677,83,189,9405,12847,13377,82118,374360
49,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
49,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
49,340461476,SillySkeeter2,NoMicrosporidia,10011,101,245,9665,12715,13401,81887,378320
49,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
49,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
50,340461476,SillySkeeter,NoMicrosporidia,9813,80,209,9524,12923,13521,81675,383080
50,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
50,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
50,340461476,SillySkeeter2,NoMicrosporidia,10069,106,252,9711,12696,13483,82234,386080
50,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
50,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
51,340461476,SillySkeeter,NoMicrosporidia,9837,78,217,9542,12988,13361,82157,389240
51,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
51,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
51,340461476,SillySkeeter2,NoMicrosporidia,9960,102,253,9605,12819,13590,81667,412920
51,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
51,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
52,340461476,SillySkeeter,NoMicrosporidia,9988,77,228,9683,13152,13418,81652,393320
52,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
52,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
52,340461476,SillySkeeter2,NoMicrosporidia,10134,102,246,9786,12897,13614,82076,400920
52,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
52,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
53,340461476,SillySkeeter,NoMicrosporidia,9975,82,229,9664,13159,13573,82182,382320
53,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
53,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
53,340461476,SillySkeeter2,NoMicrosporidia,10133,114,244,9775,12967,13703,81783,392160
53,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
53,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
54,340461476,SillySkeeter,NoMicrosporidia,9996,80,239,9677,13251,13357,81932,388960
54,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
54,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
54,340461476,SillySkeeter2,NoMicrosporidia,10215,120,245,9850,12983,13641,82064,405040
54,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
54,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
55,340461476,SillySkeeter,NoMicrosporidia,10011,83,227,9701,13241,13459,81895,389840
55,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
55,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
55,340461476,SillySkeeter2,NoMicrosporidia,10253,129,234,9890,13100,13503,82131,386760
55,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
55,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
56,340461476,SillySkeeter,NoMicrosporidia,10126,88,224,9814,13370,13309,81873,405280
56,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
56,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
56,340461476,SillySkeeter2,NoMicrosporidia,10342,131,222,9989,13085,13404,82052,397600
56,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
56,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
57,340461476,SillySkeeter,NoMicrosporidia,10174,89,225,9860,13391,13439,81751,395920
57,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
57,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
57,340461476,SillySkeeter2,NoMicrosporidia,10427,128,235,10064,13228,13423,82231,424360
57,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
